"Name","QuestId","QuestLevel","QuestTitle","StepNo","QuestMission","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"1","109100100","141","쫓기는 가온","1","사북성으로 이동","0","SMALLTALK 109000100","","100","0","1","200","(0,0,0,0,0)","0","0","109001010","","(X=-22.163345,Y=8927.145508,Z=2748.833008)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091001","2091001","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"2","109100200","141","쫓기는 가온","2","가온 찾기","NPCSHOW 7006 (-4933,4527,2594,20)","SMALLTALK 109000200","","100","0","1","200","(0,0,0,0,0)","0","0","109001010","","(X=-3499.227539,Y=5192.554199,Z=2602.067627)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091001","2091002","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"3","109100300","141","쫓기는 가온","3","사북성 경비병과 대화","NPCSHOW 7006 (-4933,4527,2594,20)","CINEMATIC 109000100/CUTSCENEDELAY","","11","7006","1","0","(0,0,0,0,0)","0","0","109001010","","(X=-4933.606934,Y=4527.500977,Z=2594.438721)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091001","2091003","196150","24922","0","0","(604200104,604200104,604200104,604200104,604200104,604200104)","15","(0,0,0,0,0,0)","0","0"
"4","109100400","141","쫓기는 가온","4","사북현으로 이동","0","SMALLTALK 109000300","","100","0","1","200","(0,0,0,0,0)","0","1","107003010","","(X=17919,Y=-19575,Z=6314)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1091001","2091004","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"5","109100500","141","쫓기는 가온","5","사북현 마을로 이동","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","107003010","","(X=-16020.813477,Y=20829.402344,Z=1169.864136)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091001","2091005","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"6","109100600","141","쫓기는 가온","6","촌장과 대화","0","CINEMATIC 109000200/CUTSCENEDELAY/NPCSHOW 9010 (-23918,-213,2283,175)/NPCSHOW 9011 (-24144,-198,2283,-4)","","11","705039","1","0","(0,0,0,0,0)","0","0","107003010","","(X=-19012.001953,Y=26444.869141,Z=1141.158447)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091001","2091006","196150","24922","0","0","(0,0,0,0,0,0)","0","(605200104,605200104,605200104,605200104,605200104,605200104)","15","0"
"7","109100700","141","쫓기는 가온","7","사망곡으로 이동","0","SMALLTALK 109000400","","100","0","1","200","(0,0,0,0,0)","0","0","107003010","","(X=-16057.145508,Y=20383.259766,Z=1088.631836)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091001","2091007","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"8","109100800","141","쫓기는 가온","8","사망곡으로 이동","NPCSHOW 9010 (-23918,-213,2283,175)/NPCSHOW 9011 (-24144,-198,2283,-4)","NPCSHOW 9010 (-23918,-213,2283,175)/NPCSHOW 9011 (-24144,-198,2283,-4)","","100","0","1","200","(0,0,0,0,0)","0","0.1","107003010","","(X=-20763.644531,Y=4146.906738,Z=2206.059082)","(X=-20219.373047,Y=4384.690918,Z=2047.557373)","0","0","1020008","0","0","0","0","0","0","1091001","2091008","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"9","0","141","쫓기는 가온","9","초계의 잔당 처치","NPCHIDE 9010/NPCHIDE 9011","SMALLTALK 109000800/NPCHIDE 9010/NPCHIDE 9011","","84","109010","1","0","(0,0,0,0,0)","0","0","107003010","","(X=-23345.466797,Y=2942.798584,Z=2297.444824)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091001","2091009","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"10","109100900","141","쫓기는 가온","10","가온 수색하기","NPCSHOW 1026 (-27320,-9891,1847,-142)","HUDHIDE/CAMERAFOCUS (-24251,-5492,2275) (-8,-111,0) 1 2 (-27037,-9720,1948) (-9,-151,0) 2 1/DELAY 3/FADE 0 1 0.5/DELAY 1/FADE 1 0 0.1/HUDSHOW","","100","0","1","200","(0,0,0,0,0)","0","0.1","107003010","","(X=-24228.332031,Y=-6045.735840,Z=2066.389404)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091001","2091010","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"11","109100950","141","쫓기는 가온","11","가온에게 이동","NPCSHOW 1026 (-27320,-9891,1847,-142)","0","","100","0","1","200","(0,0,0,0,0)","0","0.1","107003010","","(X=-27135,Y=-9667,Z=1881)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091001","2091011","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"12","109101000","141","쫓기는 가온","12","가온과 대화","NPCSHOW 1026 (-27320,-9891,1847,-142)","CINEMATIC 109000300/CUTSCENEDELAY/SMALLTALK 109000900","","11","1026","1","0","(0,0,0,0,0)","0","1","107003010","","(X=-27320.984375,Y=-9891.352539,Z=1847.537720)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091001","2091012","196150","24922","0","0","(901200204,901200204,901200204,901200204,901200204,901200204)","15","(605200104,605200104,605200104,605200104,605200104,605200104)","15","0"
"13","109101100","141","장벽으로 가는 길","1","가온 따라가기","NPCSHOW 1001 (-32869,10441,3440,10)/NPCSHOW 1026 (-27320,-9891,1847,39)/NPCRUN 1026 (-30350,8267,2832,89) 2","0","","100","0","1","200","(0,0,0,0,0)","0","0","107003010","","(X=-30078.640625,Y=8294.954102,Z=2845.821777)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091002","2091013","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"14","109101200","141","장벽으로 가는 길","2","사부님과 대화","NPCSHOW 1001 (-32869,10441,3440,10)/NPCSHOW 1026 (-30350,8267,2832,89)/NPCRUN 1026 (-32574,10344,3438,109) 2","CINEMATIC 109000400/CUTSCENEDELAY/SMALLTALK 109001000/NPCRUN 1001 (-50281,15029,3830,156) 2/NPCRUN 1026 (-50187,15245,3834,156) 2","","11","1001","1","0","(0,0,0,0,0)","0","1","107003010","","(X=-32869.828125,Y=10441.147461,Z=3440.266113)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091002","2091014","196150","24922","0","0","(508200002,508200002,508200002,508200002,508200002,508200002)","1","(621200001,621200001,621200001,621200001,621200001,621200001)","8","0"
"15","109101300","141","장벽으로 가는 길","3","사망곡 백귀 처치","DELAY 5/NPCHIDE 1001/NPCHIDE 1026","NPCHIDE 1001/NPCHIDE 1026","","8200","12","50","100000","(0,0,0,0,0)","1","0","107003010","","(X=-34096.359375,Y=12208.352539,Z=3387.875488)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091002","2091015","235380","31082","0","0","(902200203,902200203,902200203,902200203,902200203,902200203)","15","(508200002,508200002,508200002,508200002,508200002,508200002)","1","0"
"16","109101400","141","장벽으로 가는 길","4","협곡 절벽길로 이동","NPCSHOW 1001 (-11565,3287,3162,169)/NPCSHOW 1026 (-11501,3453,3109,-130)","0","","100","0","1","200","(0,0,0,0,0)","0","0","109001020","","(X=-11852,Y=3311,Z=3087)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091002","2091016","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"17","109101500","141","장벽으로 가는 길","5","사부님과 대화","NPCSHOW 1001 (-11565,3287,3162,169)/NPCSHOW 1026 (-11501,3453,3109,-130)","CINEMATIC 109000500/CUTSCENEDELAY","","11","1001","1","0","(0,0,0,0,0)","0","0","109001020","","(X=-11565.604492,Y=3287.056152,Z=3162.999268)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091002","2091017","196150","24922","0","0","(605200104,605200104,605200104,605200104,605200104,605200104)","15","(0,0,0,0,0,0)","0","0"
"18","109101550","141","장벽으로 가는 길","6","폐가촌으로 이동","NPCSHOW 1001 (-11565,3287,3162,169)/NPCSHOW 1026 (-11501,3453,3109,-130)","SMALLTALK 109001100","","100","0","1","200","(0,0,0,0,0)","0","0","109001020","","(X=-8868,Y=2684,Z=3731)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091002","2091018","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"19","109101600","141","장벽으로 가는 길","7","폐가촌의 마물 처치","0","SMALLTALK 109001150","","8200","2","50","100000","(0,0,0,0,0)","1","1","109001020","","(X=-7592.825684,Y=4783.272949,Z=3847.006104)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","0","1091002","2091019","235380","31082","0","0","(901200304,901200304,901200304,901200304,901200304,901200304)","15","(621200001,621200001,621200001,621200001,621200001,621200001)","8","0"
"20","109101700","141","장벽으로 가는 길","8","우대협 수색하기","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","109001020","","(X=-4674.542969,Y=-3768.323975,Z=5142.792969)","(X=-4677.018555,Y=-3176.599121,Z=5168.401367)","0","0","1020008","0","0","0","0","0","0","1091002","2091020","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"21","0","141","장벽으로 가는 길","9","우대협 도와주기","0","NPCSHOW 1007 (-4565,-6487,5125,89)","","84","109020","1","0","(0,0,0,0,0)","0","1","109001020","","(X=-4674.542969,Y=-3768.323975,Z=5142.792969)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091002","2091021","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"22","109101800","141","장벽으로 가는 길","10","사부님께 이동","NPCSHOW 1001 (-4717,5791,4597,-79)/NPCSHOW 1026 (-4525,5773,4581,-129)/NPCSHOW 1007 (-4565,-6487,5125,89)/NPCRUN 1007 (-4790,5552,4546,60) 2","0","","100","0","1","200","(0,0,0,0,0)","0","0","109001020","","(X=-4543.607910,Y=5550.713867,Z=4546.655273)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091002","2091022","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"23","109101900","141","장벽으로 가는 길","11","가온과 대화","NPCSHOW 1001 (-4717,5791,4597,-79)/NPCSHOW 1026 (-4525,5773,4581,-129)/NPCSHOW 1007 (-4790,5552,4546,60)","CINEMATIC 109000700/CUTSCENEDELAY/NPCRUN 1026 (3003,4060,4632,10) 2","","11","1026","1","0","(0,0,0,0,0)","0","0","109001020","","(X=-4543.607910,Y=5550.713867,Z=4546.655273)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091002","2091023","196150","24922","0","0","(501200050,501200050,501200050,501200050,501200050,501200050)","1","(901200304,901200304,901200304,901200304,901200304,901200304)","15","0"
"24","109102000","141","손덕의 결정","1","가온 따라가기","NPCSHOW 1012 (4522,3887,4634,-6)/NPCSHOW 9020 (5221,3301,4625,146)/NPCSHOW 9021 (5458,3973,4547,-164)/NPCSHOW 9022 (5135,3675,4546,174)/NPCSHOW 9023 (4812,3415,4541,140)/NPCSHOW 9024 (5043,4209,4547,-164)","0","","100","0","1","200","(0,0,0,0,0)","0","1","109001020","","(X=2962.399658,Y=4240.297363,Z=4632.721680)","(X=2308.366943,Y=4195.418945,Z=4558.099609)","0","0","0","0","0","0","0","0","0","1091003","2091024","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"25","0","141","손덕의 결정","2","손덕 도와주기","NPCHIDE 1012/NPCHIDE 1026/NPCHIDE 9021/NPCHIDE 9021/NPCHIDE 9020/NPCHIDE 9021/NPCHIDE 9022/NPCHIDE 9023/NPCHIDE 9024","NPCSHOW 1012 (5024,4080,4651,-69)/NPCSHOW 1026 (5204,4005,4651,-170)/NPCHIDE 1001/NPCHIDE 1007/NPCHIDE 1012/NPCHIDE 1026/NPCHIDE 9021/NPCHIDE 9021/NPCHIDE 9020/NPCHIDE 9021/NPCHIDE 9022/NPCHIDE 9023/NPCHIDE 9024","","84","109030","1","0","(0,0,0,0,0)","0","1","109001020","","(X=2962.399658,Y=4240.297363,Z=4632.721680)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091003","2091026","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"26","109102100","141","손덕의 결정","3","손덕과 대화","NPCSHOW 1012 (5024,4080,4651,-69)/NPCSHOW 1026 (5204,4005,4651,-170)","CINEMATIC 109000900/CUTSCENEDELAY/SEQUENCE 9001002/CUTSCENEDELAY","","11","1012","1","0","(0,0,0,0,0)","0","0","109001020","","(X=5121.156250,Y=3853.368408,Z=4651.384766)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091003","2091027","196150","24922","0","0","(901200204,901200204,901200204,901200204,901200204,901200204)","15","(604200104,604200104,604200104,604200104,604200104,604200104)","15","0"
"27","109102200","141","손덕의 결정","4","가온과 대화","NPCSHOW 1012 (5024,4080,4651,-69)/NPCSHOW 1026 (5204,4005,4651,-170)","CINEMATIC 109001000/CUTSCENEDELAY/NPCRUN 1012 (8163,2174,4735,-49) 2 10/NPCRUN 1026 (8004,2090,4735,-49) 2 10/DELAY 1/SMALLTALK 109001600","","11","1026","1","0","(0,0,0,0,0)","0","0","109001020","","(X=5204.705078,Y=4005.986328,Z=4651.384766)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091003","2091028","196150","24922","0","0","(902200203,902200203,902200203,902200203,902200203,902200203)","15","(604200104,604200104,604200104,604200104,604200104,604200104)","15","0"
"28","109102300","141","손덕의 결정","5","병사에게 지도조각 구하기","0","STRINGMESSAGE 10055 3/NPCSHOW 1012 (8072,-514,4593,80)/NPCSHOW 1026 (8222,-450,4562,149)","","8200","5","30","50000","(0,0,0,0,0)","0","1","109001020","","(X=5678.000000,Y=2800.000000,Z=4546.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","0","1091003","2091029","274610","46482","12","4500","(508200003,508200003,508200003,508200003,508200003,508200003)","1","(605200104,605200104,605200104,605200104,605200104,605200104)","15","0"
"29","109102400","141","손덕의 결정","6","가온과 대화","NPCSHOW 1012 (8072,-514,4593,80)/NPCSHOW 1026 (8222,-450,4562,149)","CINEMATIC 109001100/CUTSCENEDELAY/NPCRUN 1012 (4328,-1323,5037,-30) 2/NPCRUN 1026 (4610,-1323,5037,-150) 2","","11","1026","1","0","(0,0,0,0,0)","0","0","109001020","","(X=8064.522461,Y=-402.923706,Z=4558.868652)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091003","2091030","196150","24922","0","0","(605200104,605200104,605200104,605200104,605200104,605200104)","15","(508200002,508200002,508200002,508200002,508200002,508200002)","1","0"
"30","109102500","141","손덕의 결정","7","가온 따라가기","NPCSHOW 1001 (4350,-1599,5015,50)/NPCSHOW 1007 (4532,-1593,5037,130)","0","","100","0","1","200","(0,0,0,0,0)","0","1","109001020","","(X=4481.750488,Y=-1174.551270,Z=5037.336426)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091003","2091031","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"31","109102600","141","손덕의 결정","8","사부님과 대화","NPCSHOW 1001 (4350,-1599,5015,50)/NPCSHOW 1007 (4532,-1593,5037,130)/NPCSHOW 1012 (4328,-1323,5037,-30)/NPCSHOW 1026 (4610,-1323,5037,-150)","CINEMATIC 109001200/CUTSCENEDELAY/NPCHIDE 1012/NPCRUN 1001 (5082,-7330,6949,79) 2/NPCRUN 1007 (5355,-7330,6972,129) 2/NPCRUN 1026 (5355,-7107,6930,-149) 2/SMALLTALK 109001700","","11","1001","1","0","(0,0,0,0,0)","0","0","109001020","","(X=4481.750488,Y=-1174.551270,Z=5037.336426)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091003","2091032","196150","24922","0","0","(901200204,901200204,901200204,901200204,901200204,901200204)","15","(604200104,604200104,604200104,604200104,604200104,604200104)","15","0"
"32","109102700","141","어둠의 기운","1","절벽길을 따라 이동","NPCHIDE 1012","NPCHIDE 1012","","100","0","1","200","(0,0,0,0,0)","0","2","109001020","","(X=5035.465332,Y=-7251.868164,Z=6956.619629)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091004","2091033","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"33","109102800","141","어둠의 기운","2","가온과 대화","0","CINEMATIC 109001300/CUTSCENEDELAY/NPCJUMP 1001 (18060,-1198,5590,0)/DELAY 0.5/NPCJUMP 1007 (13015,-21837,9662,-84)/DELAY 1/NPCJUMP 1026 (6747,11102,6568,0)","","11","1026","1","0","(0,0,0,0,0)","0","0","109001020","","(X=5035.465332,Y=-7251.868164,Z=6956.619629)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091004","2091034","196150","24922","0","0","(901200104,901200104,901200104,901200104,901200104,901200104)","15","(605200104,605200104,605200104,605200104,605200104,605200104)","15","0"
"34","109102900","141","어둠의 기운","3","적설대 무리 처치","0","NPCHIDE 1001/NPCHIDE 1007/NPCHIDE 1026","((Count=20,STDId=109001800))","8200","8","50","100000","(0,0,0,0,0)","1","0","109001020","","(X=6227.326172,Y=-5233.510742,Z=6876.259277)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","0","1091004","2091035","235380","31082","0","0","(902200302,902200302,902200302,902200302,902200302,902200302)","15","(508200002,508200002,508200002,508200002,508200002,508200002)","1","0"
"35","109103000","141","어둠의 기운","4","협곡 동굴로 이동","0","SMALLTALK 109001900","","100","0","1","200","(0,0,0,0,0)","0","0","109001020","","(X=9661.074219,Y=-6314.480957,Z=6927.624023)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091004","2091036","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"36","109103100","141","어둠의 기운","5","흑설대 처치","0","NPCSHOW 9002 (10599,-4024,6424,-13)/SMALLTALK 109002000","","8200","9","30","100000","(0,0,0,0,0)","1","1","109001020","","(X=11157.000000,Y=-7796.000000,Z=7010.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","0","1091004","2091037","235380","31082","0","0","(508200002,508200002,508200002,508200002,508200002,508200002)","1","(902200203,902200203,902200203,902200203,902200203,902200203)","15","0"
"37","109103200","141","어둠의 기운","6","소리나는 곳으로 이동","NPCSHOW 9002 (10599,-4024,6424,-13)","HUDHIDE/CAMERAFOCUS (10680,-4142,6548) (-48,117,0) 2 1.5/DELAY 2/FADE 0 1 0.5/DELAY 1/CAMERASET 73 -55 700 2.5/DELAY 0.5/FADE 1 0 0.1/HUDSHOW","","100","0","1","200","(0,0,0,0,0)","0","1","109001020","","(X=10618.779297,Y=-4758.022461,Z=6956.337891)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091004","2091038","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"38","109103300","141","어둠의 기운","7","꼬마 소녀와 대화","NPCSHOW 9002 (10599,-4024,6424,-13)","CINEMATIC 109001400/CUTSCENEDELAY/SMALLTALK 109002200","","11","9002","1","0","(0,0,0,0,0)","0","0","109001020","","(X=10024.466797,Y=-5130.920410,Z=7057.497070)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1091004","2091039","196150","24922","0","0","(902200302,902200302,902200302,902200302,902200302,902200302)","15","(621200001,621200001,621200001,621200001,621200001,621200001)","8","0"
