"Name","QuestId","QuestLevel","StepNo","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"1","101000100","6","1","SMALLTALK 101000100/NPCSHOW 1003 (-17084,19964,1122,120)","CINEMATIC 101000100/CUTSCENEDELAY/NPCRUN 1003 (-7060,19590,2070,-140) 2","","11","1003","1","0","(0,0,0,0,0)","0","0","101003010","","(X=-17084.000000,Y=19964.000000,Z=1122.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1011001","2001003","110","0","0","0","(625200602,625200602,625200602,625200602,625200602,625200602)","2","(0,0,0,0,0,0)","0","350"
"2","101000200","6","2","0","SMALLTALK 101000300","","8200","1","10","0","(0,0,0,0,0)","1","0","101003010","","(X=-14953.564453,Y=18070.656250,Z=1094.096191)","(X=0,Y=0,Z=0)","100110","10000","0","0","0","0","0","6000","4000","1011001","2011002","430","572","0","0","(901200102,901200102,901200102,901200102,901200102,901200102)","10","(0,0,0,0,0,0)","0","0"
"3","101000300","6","3","NPCSHOW 1003 (-7060,19590,2070,-140)","SEQUENCE 1010101/PCWARP (-7129,19418,2065,40)/CUTSCENEDELAY","","100","0","1","200","(0,0,0,0,0)","0","0","101003010","","(X=-7074.156738,Y=19468.195313,Z=2064.380127)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1011001","2011003","210","32","0","0","(501200011,501200011,501200011,501200011,501200011,501200011)","4","(501200021,501200021,501200021,501200021,501200021,501200021)","4","0"
"4","101000400","6","4","0","CINEMATIC 101000400/CUTSCENEDELAY","","11","1003","1","0","(0,0,0,0,0)","0","0","101003010","","(X=-7060,Y=19590,Z=2070)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1011001","2001003","210","32","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"5","101000500","6","5","NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1001 (-3620,16930,2760,89)/NPCSHOW 1006 (-458,21159,2343,-89)/NPCRUN 1003 (-3406,17321,2767,-150) 2/DELAY 7/SMALLTALK 101000500","CINEMATIC 101000500/CUTSCENEDELAY/SMALLTALK 101000600/CAMERASET 47 -12 600 1/NPCRUN 1003 (-669,21074,2329,0) 2","","100","0","1","200","(0,0,0,0,0)","0","2","101003010","","(X=-3618.945068,Y=17348.611328,Z=2769.281738)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1011001","2011004","210","32","0","0","(901200302,901200302,901200302,901200302,901200302,901200302)","2","(901200202,901200202,901200202,901200202,901200202,901200202)","2","0"
"6","101000600","6","6","NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1001 (-3620,16930,2760,89)/NPCSHOW 1006 (-458,21159,2343,-89)","CINEMATIC 101000600/CUTSCENEDELAY","","11","1006","1","0","(0,0,0,0,0)","0","1","101003010","","(X=-458.000000,Y=21159.000000,Z=2343.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1011001","2011005","210","32","0","0","(501200041,501200041,501200041,501200041,501200041,501200041)","2","(0,0,0,0,0,0)","0","200"
"7","101000650","6","7","0","0","","5900","3310","1","0","(0,0,0,0,0)","0","0","0","","(X=-3618.945068,Y=17348.611328,Z=2769.281738)","(X=0,Y=0,Z=0)","0","0","0","0","1700","0","0","0","0","1011001","2011006","430","572","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"8","101000700","6","8","NPCSHOW 1005 (-3925,17150,2780,31)/NPCSHOW 1001 (-3620,16930,2760,89)/NPCSHOW 1006 (-458,21159,2343,-89)","0","","8200","12","10","50000","(0,0,0,0,0)","1","0","101003010","","(X=12656.000000,Y=17725.000000,Z=2289.000000)","(X=0,Y=0,Z=0)","100110","10000","0","0","0","0","0","0","2500","1011001","2011007","320","52","0","0","(901200202,901200202,901200202,901200202,901200202,901200202)","4","(0,0,0,0,0,0)","0","0"
"9","101000760","6","9","NPCSHOW 30181 (16133,19525,2984,143)","SMALLTALK 101000750","","100","0","1","200","(0,0,0,0,0)","0","0","101003010","","(X=15176.000000,Y=20446.000000,Z=2782.000000)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1011001","2011008","100","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"10","101000770","6","10","0","CINEMATIC 101000700/CUTSCENEDELAY","","11","30181","1","0","(0,0,0,0,0)","0","1","101003010","","(X=16133.000000,Y=19525.000000,Z=2984.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1011001","2011009","100","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","170"
