"Name","QuestId","QuestLevel","StepNo","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"1","102000100","22","14","NPCSHOW 1002 (9694,-31918,-21837,-50)/NPCSHOW 1007 (9434,-31918,-21840,-30)/NPCSHOW 2015 (9638,-32212,-21895,-20)/NPCSHOW 4005 (12300,-33680,-22410,-90)/NPCSHOW 30361 (-5401,-24745,-20590,102)/NPCSHOW 3030 (-6693,-23721,-20590,35)/NPCSHOW 40011 (-6697,-23733,-20610,43)/NPCSHOW 40012 (-5406,-24754,-20610,80)","CINEMATIC 102010100/CUTSCENEDELAY/NPCHIDE 4005/SMALLTALK 1020001000","","11","1002","1","0","(0,0,0,0,0)","0","0","101003030","","(X=9694,Y=-31918,Z=-21837)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1013002","2001005","2630","604","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"2","102000200","22","15","0","NPCSHOW 1002 (5229,-26261,-19650,138)/NPCSHOW 1007 (5143,-26542,-19690,128)/NPCSHOW 2015 (5350,-26561,-19690,118)/DELAY 0.2/CAMERASET -28 -17 750 0.5/CAMERAFOCUS (4270,-25638,-19308) (-15,-36,0) 1 3/PCWARP (3329,-25044,-19560,-21)/NPCRUN 1002 (3521,-24905,-19490,-170) 1/NPCRUN 1007 (3295,-25270,-19560,108) 1/NPCRUN 2015 (3585,-25174,-19510,148) 1/DELAY 5","","100","0","1","200","(0,0,0,0,0)","0","0","101003030","","(X=3145.824707,Y=-24963.222656,Z=-19570)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1013002","2021002","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"3","102000300","22","16","NPCSHOW 2015 (3585,-25174,-19510,148)/NPCSHOW 1002 (3521,-24905,-19490,-170)/NPCSHOW 1007 (3295,-25270,-19560,108)","CINEMATIC 102010300/CUTSCENEDELAY/SEQUENCE 1020401/CUTSCENEDELAY/NPCHIDE 2015/NPCHIDE 1002/NPCHIDE 1007/FADE 1 1 0/CAMERASET -44 -14 750 0.5/PCWARP (3329,-25044,-19560,-21)/DELAY 1/FADE 1 0 3","","11","1007","1","0","(0,0,0,0,0)","0","0","101003030","","(X=3294.636475,Y=-25269.890625,Z=-19560)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1013002","2012034","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"4","102000400","22","1","NPCSHOW 20102 (3525,-25136,-19500,153)/NPCSHOW 1002 (3449,-24894,-19520,-67)/NPCSHOW 1007 (3265,-25251,-19440,19)","CINEMATIC 102010400/CUTSCENEDELAY/SMALLTALK 1020004000","","11","20102","1","0","(0,0,0,0,0)","0","0","101003030","","(X=3524.897705,Y=-25136.085938,Z=-19500)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1021001","2001029","2630","604","12","2000","(901200302,901200302,901200302,901200302,901200302,901200302)","2","(0,0,0,0,0,0)","0","0"
"5","102000500","22","2","0","CAMERASET 172 -10 700 1/CAMERAFOCUS (-2737,-24281,-20286) (-10,-178,0) 0.1 2 (-4977,-24290,-20322) (-21,-132,0) 1 3/DELAY 2/SMALLTALK 1020005000","","100","0","1","200","(0,0,0,0,0)","0","0","101003030","","(X=-3175.389404,Y=-24279.261719,Z=-20620)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1021001","2021005","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"6","102000600","22","3","0","DELAY 0.5/SMALLTALK 1020006000","","100","0","1","200","(0,0,0,0,0)","0","0","101003030","","(X=-5346.826172,Y=-24527.34375,Z=-20620)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1021001","2021006","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"7","102000700","22","4","0","NPCANIM 40012 0/DELAY 2/SMALLTALK 1020007000/NPCRUN 30361 (-5485,-24454,-20590,102) 1/NPCBB 30361 0 2 1020003/DELAY 1/NPCRUN 30361 (-6756,-20697,-20635,145) 2","","9100","104004004","1","0","(0,0,0,0,0)","0","0","101003030","","(X=-5393,Y=-24534,Z=-20610)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1021001","2021007","2630","604","0","0","(902200202,902200202,902200202,902200202,902200202,902200202)","20","(0,0,0,0,0,0)","0","0"
"8","102000800","22","5","0","NPCANIM 40011 0/DELAY 2/CINEMATIC 102010800/CUTSCENEDELAY/NPCRUN 3030 (-5790,-18290,-20612,-178) 2/DELAY 2","","9100","104004003","1","0","(0,0,0,0,0)","0","0","101003030","","(X=-6639.482422,Y=-23669.867188,Z=-20610)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1021001","2021008","2630","604","0","0","(901200202,901200202,901200202,901200202,901200202,901200202)","4","(508200001,508200001,508200001,508200001,508200001,508200001)","2","0"
"9","102001000","22","6","NPCSHOW 20102 (3429,-25652,-19540,99)/NPCSHOW 1002 (3304,-25503,-19530,63)/NPCSHOW 1007 (3659,-25666,-19540,98)/DELAY 4/NPCHIDE 3030/NPCHIDE 30361","0","","100","0","1","200","(0,0,0,0,0)","0","0","101003030","","(X=3399,Y=-25312,Z=-19504)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1021001","2021009","2630","604","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"10","0","22","6","CINEMATIC 102011000/CUTSCENEDELAY","0","","1","0","1","0","(0,0,0,0,0)","0","1","101003030","","(X=3399,Y=-25312,Z=-19504)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1021001","2021009","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
