"Name","QuestId","QuestLevel","StepNo","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"1","104100100","55","25","FADE 1 1 0/PCWARP (-1035,927,193,38)/SEQUENCE 1030601/CUTSCENEDELAY/CINEMATIC 104100100/CUTSCENEDELAY/FADE 0 0 0/NPCSHOW 1020 (-800,1065,195,-115)/NPCSHOW 1002 (-875,845,200,71)/NPCSHOW 20102 (-730,740,195,99)/CAMERASET -88 -10 500 2","HUDHIDE/NPCRUN 1002 (-1040,-180,195,81) 2/DELAY 2/HUDSHOW","","1","0","1","0","(0,0,0,0,0)","0","0.1","104003010","","(X=-1455.000000,Y=632.000000,Z=183.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031008","2031114","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"2","104100200","55","26","0","NPCHIDE 1020/NPCHIDE 20102/NPCSHOW 20102 (-730,740,195,-130)/CINEMATIC 104100200/CUTSCENEDELAY/NPCSHOW 1020 (-830,125,195,-135)/CAMERASET 6 -13 700 0.1/NPCRUN 1020 (1250,200,190,160) 2","","11","1002","1","0","(0,0,0,0,0)","0","0","104003010","","(X=-1040.000000,Y=-180.000000,Z=195.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1031008","2041002","0","0","12","2000","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"3","104100300","55","1","0","0","","100","0","1","200","(0,0,0,0,0)","0","0.1","104003010","","(X=1135.000000,Y=250.000000,Z=195.000000)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1041001","2031102","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"4","104100400","55","2","0","CINEMATIC 104100400/CUTSCENEDELAY/NPCRUN 1020 (1175,-60,215,-100) 2 1","","11","1020","1","0","(0,0,0,0,0)","0","0","104003010","","(X=1250.000000,Y=200.000000,Z=190.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1041001","2031094","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"5","104100500","55","3","NPCHIDE 1020/NPCSHOW 1020 (-1895,-4845,780,-71)/NPCSHOW 40157 (5766,-3441,294,170)","NPCHIDE 1002/NPCHIDE 20102","","100","0","1","500","(0,0,0,0,0)","0","0","104004010","","(X=-1740.000000,Y=-5350.000000,Z=785.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1041001","2041005","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"6","104100700","55","4","0","CINEMATIC 104100600/CUTSCENEDELAY/SMALLTALK 104100700/DELAY 1/NPCRUN 1020 (-90,-3135,790,-110) 2","","11","1020","1","0","(0,0,0,0,0)","0","0","104004010","","(X=-1895.000000,Y=-4845.000000,Z=780.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1041001","2031094","0","0","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","20","(605200103,605200103,605200103,605200103,605200103,605200103)","20","0"
"7","104100750","55","5","0","0","","8200","1","20","0","(0,0,0,0,0)","1","0","104004010","","(X=-183.000000,Y=-4161.000000,Z=780.000000)","(X=0,Y=0,Z=0)","100110","10000","0","0","0","0","1","0","1500","1041001","2041006","28400","3590","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"8","104100770","55","6","0","CINEMATIC 104100610/CUTSCENEDELAY/SMALLTALK 104100710/NPCRUN 1020 (-3110,-1990,170,-140) 2","","11","1020","1","0","(0,0,0,0,0)","0","0","104004010","","(X=-90.000000,Y=-3135.000000,Z=790.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1041001","2031094","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"9","104100800","55","7","0","CINEMATIC 104100800/CUTSCENEDELAY/NPCRUN 1020 (5550,-3710,300,39) 2 5","","100","0","1","200","(0,0,0,0,0)","0","0","104004010","","(X=-3010.000000,Y=-2100.000000,Z=170.000000)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1041001","2041007","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"10","104100900","55","8","0","SMALLTALK 104101010/NPCHIDE 1020","((Count=7,STDId=104101000))","8200","1","20","0","(0,0,0,0,0)","1","0","104004010","","(X=-4278.000000,Y=-3375.000000,Z=170.000000)","(X=0,Y=0,Z=0)","100110","10000","0","0","0","0","1","0","1500","1041001","2041008","28400","3590","11","600","(508200002,508200002,508200002,508200002,508200002,508200002)","1","(0,0,0,0,0,0)","0","0"
