"Name","QuestId","QuestLevel","StepNo","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"1","101010100","14","12","CAMERASET -41 -12 500 1/NPCSHOW 1001 (-1090,5460,600,-38)/NPCSHOW 1002 (-1060,5670,600,-30)/NPCSHOW 1003 (-1170,5790,600,-30)/NPCSHOW 1007 (-210,4800,600,155)/NPCSHOW 2003 (-1000,5910,600,-38)/NPCRUN 1002 (-180,5300,600,51) 1/NPCRUN 2003 (-30,5510,600,-158) 1/NPCRUN 1003 (-310,5600,600,-28) 1/NPCRUN 1001 (-490,4920,600,-19) 1","SEQUENCE 1000014/CUTSCENEDELAY/CINEMATIC 102000200/CUTSCENEDELAY/NPCSHOW 1002 (-180,5300,600,-99)/HUDHIDE/CAMERASET -100 -12 500 0.1/CAMERAFOCUS (-526,5606,937) (-15,-76,0) 1.5 5 (-479,2551,881) (-3,26,0) 1 1/NPCRUN 1007 (2850,3920,630,43) 2 8/DELAY 1.5/NPCRUN 1001 (2850,3920,630,43) 2 8/NPCRUN 1002 (2850,3920,630,43) 2 8/NPCRUN 2003 (2850,3920,630,43) 2 8/NPCRUN 1003 (2020,3360,590,-144) 2/DELAY 5/FADE 0 1 1/DELAY 2/FADE 1 0 1/HUDSHOW","","100","0","1","200","(0,0,0,0,0)","0","0","101001010","","(X=-500.000000,Y=5210.000000,Z=600.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1011004","2011066","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"2","101010300","14","1","0","CAMERASET 44 -12 500 0.1/CAMERAFOCUS (1621,3081,669) (0,36,0) 2 1/SMALLTALK 102000300/DELAY 3/NPCRUN 1003 (2850,3920,630,43) 2 2","","100","0","1","200","(0,0,0,0,0)","0","0","101001010","","(X=1140.000000,Y=2830.000000,Z=440.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1012001","2012002","620","108","12","2000","(701200302,701200302,701200302,701200302,701200302,701200302)","1","(901200202,901200202,901200202,901200202,901200202,901200202)","4","0"
"3","101010400","14","2","NPCSHOW 1001 (-3700,20,1040,0)/NPCSHOW 1002 (-1560,310,80,-65)/NPCSHOW 1003 (-4160,550,1040,99)/NPCSHOW 2009 (-4230,805,1120,-133)/NPCSHOW 1007 (-1530,30,80,55)","0","","100","0","1","500","(0,0,0,0,0)","0","0.1","101005020","","(X=-490,Y=1590,Z=90)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1012001","2012003","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"4","101010450","14","3","0","CINEMATIC 102000450/CUTSCENEDELAY","","100","0","1","200","(0,0,0,0,0)","0","0","101005020","","(X=-1330.000000,Y=200.000000,Z=83.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1012001","2012004","620","108","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"5","101010460","14","4","NPCRUN 1002 (-3690,-100,1040,40) 2/NPCRUN 1007 (-3380,210,1040,-144) 2","CAMERASET 120 -16 600 5/CAMERAFOCUS (-3960,380,1190) (-15,125,0) 2 2 (-2930,20,1220) (-15,175,0) 1 1","","100","0","1","200","(0,0,0,0,0)","0","0","101005020","","(X=-3561.000000,Y=-27.000000,Z=1048.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1012001","2012005","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"6","101010500","14","5","0","CINEMATIC 102000500/CUTSCENEDELAY","","11","1001","1","0","(0,0,0,0,0)","0","0","101005020","","(X=-3700,Y=-20,Z=1040)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1012001","2002001","620","108","11","150","(701200102,701200102,701200102,701200102,701200102,701200102)","5","(701200202,701200202,701200202,701200202,701200202,701200202)","4","0"
"7","101010550","14","6","NPCSHOW 3031 (-73,2258,440,-50)","NPCHIDE 1001/NPCHIDE 1002/NPCHIDE 1003/NPCHIDE 2009/NPCHIDE 1007","","100","0","1","200","(0,0,0,0,0)","0","0","101001010","","(X=1738.590454,Y=3218.199707,Z=588.986816)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1012001","2012007","1240","228","0","0","(1802201001,1802202001,1802203001,1802106003,1802205001,1802104001)","1","(0,0,0,0,0,0)","0","190"
"8","101010600","14","7","0","HUDHIDE/SMALLTALK 102000600/CAMERASET -169 -12 500 7/CAMERAFOCUS (820,2650,650) (0,-100,0) 5 1 (344,2432,601) (-10,-143,0) 3 1/DELAY 10/HUDSHOW","","100","0","1","200","(0,0,0,0,0)","0","0","101001010","","(X=810.000000,Y=2270.000000,Z=440.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1012001","2012010","620","108","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"9","101010700","14","8","NPCHIDE 1003","CINEMATIC 102000700/CUTSCENEDELAY","","11","3031","1","0","(0,0,0,0,0)","0","0","101001010","","(X=-73.954758,Y=2258.946045,Z=440.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1012001","2012011","1860","288","0","0","(901200302,901200302,901200302,901200302,901200302,901200302)","2","(901200102,901200102,901200102,901200102,901200102,901200102)","10","0"
"10","101010800","15","9","NPCSHOW 10101 (3295,-323,90,11)","NPCHIDE 3031/SMALLTALK 101010800","","100","0","1","200","(0,0,0,0,0)","0","0","101003020","","(X=5209.000000,Y=-20.000000,Z=89.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1012001","2012012","0","0","0","0","(604200102,604200102,604200102,604200102,604200102,604200102)","8","(605200102,605200102,605200102,605200102,605200102,605200102)","8","0"
