"Name","GuildWarRevivalId","MiniMapResource","SafetyWarp01_NameId","SafetyWarp01_IconId","SafetyWarp01_IconId_List","SafetyWarp02_NameId","SafetyWarp02_IconId","SafetyWarp02_IconId_List","SafetyWarp03_NameId","SafetyWarp03_IconId","SafetyWarp03_IconId_List","SafetyWarp04_NameId","SafetyWarp04_IconId","SafetyWarp04_IconId_List","SafetyWarp05_NameId","SafetyWarp05_IconId","SafetyWarp05_IconId_List","Revival01_CheckTargetType","Revival01_CheckTargetId","Revival01_WarpId","Revival01_NameId","Revival01_IconId_None","Revival01_IconId_Mine","Revival01_IconId_Other","Revival01_IconId_None_List","Revival01_IconId_Mine_List","Revival01_IconId_Other_List","Revival02_CheckTargetType","Revival02_CheckTargetId","Revival02_WarpId","Revival02_NameId","Revival02_IconId_None","Revival02_IconId_Mine","Revival02_IconId_Other","Revival02_IconId_None_List","Revival02_IconId_Mine_List","Revival02_IconId_Other_List","Revival03_CheckTargetType","Revival03_CheckTargetId","Revival03_WarpId","Revival03_NameId","Revival03_IconId_None","Revival03_IconId_Mine","Revival03_IconId_Other","Revival03_IconId_None_List","Revival03_IconId_Mine_List","Revival03_IconId_Other_List","Revival04_CheckTargetType","Revival04_CheckTargetId","Revival04_WarpId","Revival04_NameId","Revival04_IconId_None","Revival04_IconId_Mine","Revival04_IconId_Other","Revival04_IconId_None_List","Revival04_IconId_Mine_List","Revival04_IconId_Other_List","Revival05_CheckTargetType","Revival05_CheckTargetId","Revival05_WarpId","Revival05_NameId","Revival05_IconId_None","Revival05_IconId_Mine","Revival05_IconId_Other","Revival05_IconId_None_List","Revival05_IconId_Mine_List","Revival05_IconId_Other_List","Revival06_CheckTargetType","Revival06_CheckTargetId","Revival06_WarpId","Revival06_NameId","Revival06_IconId_None","Revival06_IconId_Mine","Revival06_IconId_Other","Revival06_IconId_None_List","Revival06_IconId_Mine_List","Revival06_IconId_Other_List","Revival07_CheckTargetType","Revival07_CheckTargetId","Revival07_WarpId","Revival07_NameId","Revival07_IconId_None","Revival07_IconId_Mine","Revival07_IconId_Other","Revival07_IconId_None_List","Revival07_IconId_Mine_List","Revival07_IconId_Other_List","Revival08_CheckTargetType","Revival08_CheckTargetId","Revival08_WarpId","Revival08_NameId","Revival08_IconId_None","Revival08_IconId_Mine","Revival08_IconId_Other","Revival08_IconId_None_List","Revival08_IconId_Mine_List","Revival08_IconId_Other_List","Revival09_CheckTargetType","Revival09_CheckTargetId","Revival09_WarpId","Revival09_NameId","Revival09_IconId_None","Revival09_IconId_Mine","Revival09_IconId_Other","Revival09_IconId_None_List","Revival09_IconId_Mine_List","Revival09_IconId_Other_List","Revival10_CheckTargetType","Revival10_CheckTargetId","Revival10_WarpId","Revival10_NameId","Revival10_IconId_None","Revival10_IconId_Mine","Revival10_IconId_Other","Revival10_IconId_None_List","Revival10_IconId_Mine_List","Revival10_IconId_Other_List"
"61000010","61000010","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","900001001","401","920902","910049","910050","910051","910049","910050","910051","2","900001002","402","920907","910043","910044","910045","910043","910044","910045","2","900001003","403","920908","910043","910044","910045","910043","910044","910045","2","900001004","404","920908","910043","910044","910045","910043","910044","910045","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000301","13000301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1311003","941","0","0","0","0","0","0","0","1","1311001","921","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000302","13000302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1312003","942","0","0","0","0","0","0","0","1","1312001","922","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000303","13000303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1313003","943","0","0","0","0","0","0","0","1","1313001","923","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000304","13000304","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1314003","944","0","0","0","0","0","0","0","1","1314001","924","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000305","13000305","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1315003","945","0","0","0","0","0","0","0","1","1315001","925","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000306","13000306","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1316003","946","0","0","0","0","0","0","0","1","1316001","926","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000307","13000307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1317003","947","0","0","0","0","0","0","0","1","1317001","927","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000308","13000308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1318003","948","0","0","0","0","0","0","0","1","1318001","928","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000309","13000309","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1321003","949","0","0","0","0","0","0","0","1","1321001","929","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000310","13000310","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1322003","950","0","0","0","0","0","0","0","1","1322001","930","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000311","13000311","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1323003","951","0","0","0","0","0","0","0","1","1323001","931","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000312","13000312","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1324003","952","0","0","0","0","0","0","0","1","1324001","932","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000313","13000313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1331021","953","0","0","0","0","0","0","0","1","1331022","954","0","0","0","0","0","0","0","1","1331023","955","0","0","0","0","0","0","0","1","1331024","956","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
