"Name","QuestId","QuestLevel","StepNo","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"1","107000200","100","2","0","CINEMATIC 107000200/CUTSCENEDELAY","","12","7000084","1","0","(0,0,0,0,0)","0","0","101001010","","(X=324.285767,Y=-9691.411133,Z=496.617798)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1071001","2071002","84780","10760","0","0","(902200203,902200203,902200203,902200203,902200203,902200203)","5","(0,0,0,0,0,0)","0","0"
"2","107000300","100","3","0","CAMERAFOCUS (3831,2719,741) (-18,38,0) 0 3 (4247,3078,640) (-10,40,0) 2 1/PCWARP (3760, 2680, 664, 90)/CAMERASET 38 -23 600 1/SMALLTALK 107000350/DELAY 4","","100","0","1","200","(0,0,0,0,0)","0","0","101001010","","(X=3772.011719,Y=2658.053955,Z=541.805237)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1071001","2071003","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"3","107000350","100","4","0","0","","9100","107001011","1","0","(0,0,0,0,0)","0","0","101001010","","(X=4330.975098,Y=3139.151367,Z=541.805237)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1071001","2071004","101730","13400","0","0","(605200103,605200103,605200103,605200103,605200103,605200103)","50","(0,0,0,0,0,0)","0","0"
"4","107000400","100","5","0","CINEMATIC 107000400/CUTSCENEDELAY","","12","7000084","1","0","(0,0,0,0,0)","0","0","101001010","","(X=324.285767,Y=-9691.411133,Z=496.617798)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1071001","2071005","84780","10760","0","0","(901200104,901200104,901200104,901200104,901200104,901200104)","5","(0,0,0,0,0,0)","0","0"
"5","107000500","100","6","NPCSHOW 7033 (400,5090,600,-176)","CINEMATIC 107000500/CUTSCENEDELAY/SMALLTALK 107000600","","12","7033","1","0","(0,0,0,0,0)","0","0","101001010","","(X=250.000000,Y=5080.000000,Z=510.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1071001","2071006","84780","10760","0","0","(621200001,621200001,621200001,621200001,621200001,621200001)","10","(0,0,0,0,0,0)","0","0"
"6","107000700","100","7","0","CINEMATIC 107000700/CUTSCENEDELAY/SMALLTALK 107000800","","11","30583","1","0","(0,0,0,0,0)","0","0","101003030","","(X=-23170.000000,Y=-3250.000000,Z=-20679.958984)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1071001","2071007","84780","10760","0","0","(508200002,508200002,508200002,508200002,508200002,508200002)","1","(0,0,0,0,0,0)","0","0"
"7","107000900","100","8","0","0","","9100","107001012","1","0","(0,0,0,0,0)","0","0","101003030","","(X=-8150.000000,Y=-17950.000000,Z=-20680.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1071001","2071008","101730","13400","0","0","(902200203,902200203,902200203,902200203,902200203,902200203)","5","(0,0,0,0,0,0)","0","0"
"8","107001000","100","9","0","CINEMATIC 107001000/CUTSCENEDELAY/SMALLTALK 107001800","","12","701080","1","0","(0,0,0,0,0)","0","0","101003030","","(X=-14533.635742,Y=-2495.682129,Z=-20500.367188)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1071001","2071009","84780","10760","0","0","(901200204,901200204,901200204,901200204,901200204,901200204)","5","(0,0,0,0,0,0)","0","0"
"9","107001800","100","1","NPCSHOW 1003 (-24556,-17340,-19281,115)","CINEMATIC 107001900/CUTSCENEDELAY","","100","0","1","200","(0,0,0,0,0)","0","0","101003030","","(X=-24663.435547,Y=-16528.125000,Z=-19334.691406)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1071002","2001011","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"10","107002000","100","2","NPCSHOW 1012 (-441,383,88,89)/NPCSHOW 1016 (-754,586,84,32)/NPCSHOW 1017 (-756,911,94,-19)/NPCSHOW 1001 (-129,542,84,170)/NPCSHOW 1019 (-143,915,84,-164)","CINEMATIC 107002000/NPCSHOW 1003 (-217,166,87,104)/CUTSCENEDELAY/HUDHIDE/NPCRUN 1012 (-488,2598,177,89) 2 4/DELAY 0.5/NPCRUN 1016 (-609,2604,177,76) 2 3/DELAY 0.5/NPCRUN 1003 (-377,2566,167,114) 2 3/DELAY 1/HUDSHOW","","100","0","1","200","(0,0,0,0,0)","0","0","101005020","","(X=-439.505249,Y=764.462280,Z=-7.417114)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1071002","2051030","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"11","0","100","3","0","0","","100","0","1","1000","(0,0,0,0,0)","0","0","101001010","","(X=2858,Y=3929,Z=664)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1071002","2071011","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"12","0","100","3","CAMERAFOCUS (2064,3352,775) (-17,-158,0) 0 5 (575,3319,1122) (-16,-131,0) 2 1/NPCHIDE 1001/NPCHIDE 1019/NPCHIDE 1017/NPCSHOW 1012 (1628,3187,607,-144)/NPCSHOW 1016 (1799,3252,591,-139)/NPCRUN 1012 (-1324,934,601,-77) 2 4/NPCRUN 1016 (-1318,1117,585,-72) 2 4/DELAY 5/NPCSHOW 1003 (774,2640,431,34)/SMALLTALK 107002100","0","","1","0","1","0","(0,0,0,0,0)","0","0","101001010","","(X=0,Y=0,Z=0)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1071002","2071011","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"13","107002100","100","3","0","CINEMATIC 107002100/CUTSCENEDELAY","","100","0","1","200","(0,0,0,0,0)","0","0","101001010","","(X=905.148743,Y=2722.801270,Z=347.226624)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1071002","2071011","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"14","107002400","100","4","NPCSHOW 1003 (880,3010,434,-10)","FADE 1 1 0/SEQUENCE 7000201/CUTSCENEDELAY/FADE 1 0 1/SMALLTALK 107002150","","100","0","1","5000","(0,0,0,0,0)","0","0","101003030","","(X=-16280.000000,Y=2870.000000,Z=-20520.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1071002","2071011","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"15","107002500","100","5","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","101003030","","(X=-22922.996094,Y=-14769.586914,Z=-19836.685547)","(X=-22553.117188,Y=-10841.954102,Z=-20114.937500)","0","0","1020008","0","0","0","0","0","0","1071002","2071011","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"16","0","100","6","0","0","","84","107060","1","0","(0,0,0,0,0)","0","0.1","101003030","","(X=-22922.996094,Y=-14769.586914,Z=-19836.685547)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1071002","2071012","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
