"Name","QuestId","QuestLevel","StepNo","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"2","100000000","1","0","FADE 1 1 1/MOVIE 2/CUTSCENEDELAY/FADE 1 1 0","HUDHIDE/PCWARP (29718,74324,9061,-64)/CAMERASET -61 -14 718 6/DELAY 1/FADE 1 0 4/DELAY 2/EFFECTSHOW 1020301 (29774,74233,9005,-62)/EFFECTSHOW 1020302 (30348,73159,9005,-62)/DELAY 2/HUDSHOW","","1","0","1","0","(0,0,0,0,0)","0","0.1","100004010","","(X=29868.318359,Y=74042.859375,Z=9044.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1001001","2001001","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"3","100000010","1","0","CAMERASET -61 -14 718 1/EFFECTSHOW 1020301 (29774,74233,9005,-62)/EFFECTSHOW 1020302 (30348,73159,9005,-62)/EFFECTSHOW 1020331 (30822,70304,8991,0)/NPCSHOW 40401 (35409,69988,8954,56)","EFFECTHIDE 1020301/EFFECTHIDE 1020302/HUDHIDE","","100","0","1","1000","(0,0,0,0,0)","0","0","100004010","","(X=31109.000000,Y=71743.000000,Z=9006.000000)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1001001","2001001","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"4","0","1","0","0","NPCHIDE 40401/HUDHIDE/CAMERAFOCUS (31058,71799,9196) (-1,-65,0) 0 2 (31292,71318,9142) (-4,-107,0) 1 1/DELAY 2/EFFECTHIDE 1020331/SEQUENCE 1000002/NPCSHOW 2031 (35466,69930,9041,163)/PCWARP (31669,70928,9037,-149)/CUTSCENEDELAY/FADE 1 0 1/CINEMATIC 100000050/CUTSCENEDELAY/NPCSHOW 37461 (31417,70744,9042,36)/FADE 1 1 0/HUDHIDE/DELAY 0.5/FADE 1 0 1/CAMERAFOCUS (32062,71095,9110) (14,-149,0) 0 8 (32013,71065,9125) (14,-149,0) 1 1/SMALLTALK 100000105/DELAY 5/NPCANIM 37461 0/DELAY 2/NPCHIDE 37461/DELAY 0.5/CAMERASET -16 -2 722 1/CAMERAFOCUS (32013,71065,9125) (14,-149,0) 0.1 1 (33410,70458,9357) (3,-15,0) 1 3.5/DELAY 0.5/NPCRUN 2031 (33816,70474,9042,166) 1/DELAY 0.6/PCWARP (31749,71038,9011,-16)/SMALLTALK 100000100/DELAY 4.5/HUDSHOW","","100","0","1","200","(0,0,0,0,0)","0","0.1","100004010","","(X=31262.000000,Y=71350.000000,Z=9029.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1001001","2001001","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"5","100000020","1","1","NPCSHOW 40401 (37638,67947,8954,50)","0","","100","0","1","200","(0,0,0,0,0)","0","0","100004010","","(X=33612.000000,Y=70532.000000,Z=9024.000000)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1001001","2001002","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"6","100000030","1","2","0","CINEMATIC 100000060/CUTSCENEDELAY/CAMERASET -16 -12 722 0.1/NPCRUN 2031 (37483,68211,9130,-43) 3 3.5/SMALLTALK 100000102","","11","2031","1","0","(0,0,0,0,0)","0","0","100004010","","(X=33816.000000,Y=70474.000000,Z=9042.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1001001","2001003","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"7","100000035","1","3","0","NPCHIDE 40401/FADE 0 1 0.3/DELAY 1","","100","0","1","1000","(0,0,0,0,0)","0","0.1","100004010","","(X=37380.347656,Y=68553.585938,Z=9137.711914)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1001001","2001004","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"8","100000040","1","3","0","0","","200","0","1","147","(0,0,0,0,0)","0","0.1","100004010","","(X=12180,Y=-383,Z=6232)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1001001","2001004","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"9","100000050","1","4","SEQUENCE 1001801/CUTSCENEDELAY/FADE 1 0 3/CAMERASET 114 -13 722 0.1/NPCSHOW 5094 (12217,1567,6132,-109)/NPCSHOW 2025 (11430,760,6450,30)/NPCSHOW 1002 (11930,-240,6237,-43)/NPCSHOW 4040 (7205,-2451,6268,39)/HUDSHOW","0","","1","0","1","0","(0,0,0,0,0)","0","0.1","100004010","","(X=14320.000000,Y=-730.000000,Z=6230.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1001001","2001005","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"10","100000100","1","4","NPCSHOW 5094 (12217,1567,6132,-109)/NPCSHOW 2025 (11430,760,6450,30)/NPCSHOW 1002 (11930,-240,6237,-29)/NPCSHOW 4040 (7205,-2451,6268,39)","CINEMATIC 100000100/CUTSCENEDELAY/CAMERASET -154 -12 600 0.1/NPCHIDE 4040/SMALLTALK 100000000","","12","1002","1","0","(0,0,0,0,0)","0","0","100004010","","(X=12191.268555,Y=-351.841614,Z=6232.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1001001","2001005","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"11","100000200","1","5","AUTOFLIGHT 1000040102/NPCSHOW 5094 (12217,1567,6132,-109)/NPCSHOW 2025 (11430,760,6450,30)/NPCSHOW 1002 (11930,-240,6237,-29)","SEQUENCE 1001901/CUTSCENEDELAY/CAMERASET 174 -9 668 1","","100","0","1","500","(0,0,0,0,0)","0","0.1","100004010","((X=819.000000,Y=-5710.000000,Z=4399.000000))","(X=2150.000000,Y=-5650.000000,Z=6450.000000)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1001001","2001006","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"12","100000300","1","6","AUTOFLIGHT 1000040101/MONSTERSHOW 100001045 0 0 (-2650,-5160,4012,-178)/MONSTERSHOW 100001076 0 2 (-2660,-4740,3980,-110)/MONSTERSHOW 100001075 0 4 (-2790,-5520,4050,39)/MONSTERSHOW 100001077 0 1 (-3070,-4660,4010,-55)/MONSTERSHOW 100001076 0 3 (-3140,-5200,4000,-15)/MONSTERSHOW 100001077 0 5 (-3410,-5370,4040,-15)","CAMERASET 164 -14 600 1.5","","100","0","1","300","(0,0,0,0,0)","0","0.1","100004010","((X=2120.000000,Y=-5510.000000,Z=6370.000000))","(X=-1025,Y=-5512,Z=4189)","(X=-250.000000,Y=-5400.000000,Z=4300.000000)","0","0","1020008","1","0","0","0","0","0","1001001","2001007","20","32","0","0","(604200101,604200101,604200101,604200101,604200101,604200101)","10","(605200101,605200101,605200101,605200101,605200101,605200101)","10","0"
"13","0","1","7","0","MONSTERHIDE 100001045 0","","84","10025","1","0","(0,0,0,0,0)","0","0.1","100004010","","(X=-1025,Y=-5512,Z=4189)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1001001","2001008","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"14","100000400","1","8","NPCSHOW 1003 (-2650,-5160,4011,-10)/NPCRUN 1003 (-7470,1640,3762,133) 2/DELAY 0.5/SMALLTALK 100000030/DELAY 7/NPCBB 1003 0 3 1000021/EFFECTSHOW 1020327 (-10570,3980,4470,0)","CINEMATIC 100000200/CUTSCENEDELAY/SMALLTALK 100000035","","100","0","1","200","(0,0,0,0,0)","0","1","100004010","","(X=-7428.414551,Y=1777.966797,Z=3780.000000)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1001001","2001004","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"15","100000500","1","9","EFFECTSHOW 1020327 (-10570,3980,4470,0)/NPCSHOW 1003 (-7470,1640,3762,133)","0","","8052","100001066","3","0","(0,0,0,0,0)","1","0.1","100004010","","(X=-9910.000000,Y=3610.000000,Z=4350.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1001001","2001009","20","32","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"16","100000700","1","10","0","NPCHIDE 1003/STRINGMESSAGE 10022 3","","9100","100001007","1","100000","(0,0,0,0,0)","0","0","100004010","","(X=-9910.000000,Y=3610.000000,Z=4350.000000)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1001001","2001010","16","22","0","0","(604200101,604200101,604200101,604200101,604200101,604200101)","20","(605200101,605200101,605200101,605200101,605200101,605200101)","20","0"
