"Name","QuestId","QuestLevel","StepNo","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"1","102100100","30","1","NPCSHOW 1002 (-6467,-6386,4200,35)/NPCSHOW 1004 (-6213,-6403,4210,100)","CINEMATIC 1021002000/CUTSCENEDELAY","","11","1004","1","0","(0,0,0,0,0)","0","0","102003010","","(X=-6213.000000,Y=-6403.000000,Z=4210.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1022001","2001029","8400","860","0","0","(517200101,517200101,517200101,517200101,517200101,517200101)","1","(517200201,517200201,517200201,517200201,517200201,517200201)","1","0"
"2","102100400","30","2","SMALLTALK 1021004000","0","","100","0","1","200","(0,0,0,0,0)","0","0","102003010","","(X=-10751.837891,Y=-5929.297363,Z=4429.949219)","(X=-8191.691406,Y=-5733.193848,Z=4297.477539)","0","0","1020008","1","0","0","0","0","0","1022001","2022002","8400","860","0","0","(901200102,901200102,901200102,901200102,901200102,901200102)","10","(0,0,0,0,0,0)","0","0"
"3","0","30","3","NPCHIDE 1002/NPCHIDE 1004","0","","84","10501","1","0","(0,0,0,0,0)","0","0.1","102003010","","(X=-10751.837891,Y=-5929.297363,Z=4429.949219)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1022001","2022003","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"4","0","30","4","0","NPCSHOW 3025 (-15354,-10025,4727,44)/CINEMATIC 1021003000/CUTSCENEDELAY/FADE 2 0 1/PCWARP (-15213,-9890,4720,-135)","","100","0","1","10000","(0,0,0,0,0)","0","0.1","102003010","","(X=-10751.837891,Y=-5929.297363,Z=4429.949219)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1022001","2022004","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"5","102100500","30","5","NPCSHOW 1002 (-6533,-6312,4193,124)/NPCSHOW 1004 (-6437,-6206,4201,144)","CINEMATIC 1021004000/CUTSCENEDELAY/NPCHIDE 3025","","12","1002","1","0","(0,0,0,0,0)","0","0","102003010","","(X=-6609.225098,Y=-6202.783691,Z=4196.383301)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1022001","2001005","0","0","0","0","(517200301,517200301,517200301,517200301,517200301,517200301)","1","(517200401,517200401,517200401,517200401,517200401,517200401)","1","0"
"6","102100600","30","6","NPCSHOW 1014 (-2444,-21149,6070,150)/NPCSHOW 1021 (-2663,-21312,6070,110)","CINEMATIC 1021006000/NPCSHOW 1004 (-3933,-21113,6060,20)/NPCSHOW 1002 (-2748,-21077,5975,-70)/CUTSCENEDELAY/DELAY 1/NPCRUN 1002 (-3811,-21233,6070,64) 2/DELAY 2/NPCSHOW 1002 (-3811,-21233,6070,64)","","100","0","1","200","(0,0,0,0,0)","0","0","102003010","","(X=-2709.985107,Y=-21181.341797,Z=6057.373535)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1022001","2022007","8400","860","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"7","102100630","30","7","NPCSHOW 1014 (-2444,-21149,6070,150)/NPCSHOW 1021 (-2663,-21312,6070,110)/NPCSHOW 1002 (-3811,-21233,6070,64)/NPCSHOW 1004 (-3933,-21113,6060,20)","CINEMATIC 1021006500/CUTSCENEDELAY","","12","1002","1","0","(0,0,0,0,0)","0","0","102003010","","(X=-3755.274658,Y=-21117.554688,Z=6070.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1022001","2001005","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"8","102100650","30","8","0","HUDHIDE/CAMERAFOCUS (-17124,-18843,5691) (-10,-90,0) 2 2/SMALLTALK 1021006500/DELAY 4/HUDSHOW/NPCHIDE 1002/NPCHIDE 1004/NPCHIDE 1014/NPCHIDE 1021","","100","0","1","200","(0,0,0,0,0)","0","0","102003010","","(X=-14315.000000,Y=-18190.000000,Z=4688.000000)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1022001","2022008","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"9","102100670","30","9","0","0","","8200","1","15","0","(0,0,0,0,0)","1","0","102003010","","(X=-16665.000000,Y=-17905.000000,Z=4615.000000)","(X=0,Y=0,Z=0)","100110","10000","0","0","0","0","1","0","1500","1022001","2022009","8400","860","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0","0"
"10","102100700","30","10","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","102003010","","(X=-16970.000000,Y=-19285.000000,Z=4708.000000)","(X=-14570.000000,Y=-18190.000000,Z=4688.000000)","0","0","1020008","1","0","0","0","0","0","1022001","2022008","8400","860","0","0","(902200203,902200203,902200203,902200203,902200203,902200203)","20","(0,0,0,0,0,0)","0","0"
