"Name","QuestId","QuestLevel","QuestTitle","StepNo","QuestMission","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"1","201200010","163","우면귀의 역습","1","우면숲으로 이동","0","CAMERASET 15 -3 700 1/FADE 1 0 1/HUDHIDE/CAMERAFOCUS (-40254,-8593,5552) (12,-43,0) 0 4 (-40254,-8593,5552) (14,33,0) 1 3/DELAY 4/SMALLTALK 111100100/DELAY 4/HUDSHOW","","100","0","1","1000","(0,0,0,0,0)","0","0","110501010","","(X=-40241.066406,Y=-8571.394531,Z=5310.303711)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110501001","210501001","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"2","201200020","163","우면귀의 역습","2","도망친 정령 찾기","NPCSHOW 2001102 (-18392,10056,5018,0)/NPCSHOW 2001161 (-18190,9839,5003,0)/NPCSHOW 2001162 (-18147,10248,4993,-10)/NPCSHOW 2001163 (-18537,9839,5034,0)/NPCSHOW 2001164 (-18537,10309,5060,0)","HUDHIDE/CAMERAFOCUS (-36882,-2453,5697) (16,139,0) 0 8 (-36882,-2453,5697) (16,89,0) 0 1/DELAY 5/SMALLTALK 111100200/DELAY 4/HUDSHOW","","100","0","1","200","(0,0,0,0,0)","0","0","110501010","","(X=-37128.152344,Y=-2663.203613,Z=5601.890625)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110501001","210501002","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"3","201200030","163","우면귀의 역습","3","녹림 보초병 무리 처치","0","0","","8250","1","50","0","(0,0,0,0,0)","1","0","110501010","","(X=-38495.625000,Y=582.450928,Z=5605.228027)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","8000","110501001","210501003","409010","76504","0","0","(501200050,501200050,501200050,501200050,501200050,501200050)","1","(901200305,901200305,901200305,901200305,901200305,901200305)","3","0"
"4","201200040","163","우면귀의 역습","4","도망친 정령 찾기","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","110501010","","(X=-31530.089844,Y=1121.455811,Z=5079.707031)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110501001","210501004","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"5","201200050","163","우면귀의 역습","5","녹림 훈련관 무리 처치","0","0","","8250","3","50","0","(0,0,0,0,0)","1","0","110501010","","(X=-27655.964844,Y=1285.876953,Z=5038.885254)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","8000","110501001","210501005","409010","76504","11","3000","(517200412,517200412,517200412,517200412,517200412,517200412)","1","(901200205,901200205,901200205,901200205,901200205,901200205)","3","0"
"6","201200060","163","우면귀의 역습","6","도망친 정령 찾기","0","SMALLTALK 111100400","","100","0","1","200","(0,0,0,0,0)","0","0","110501010","","(X=-26497.351563,Y=8173.308594,Z=5611.146484)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110501001","210501006","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"7","201200070","163","우면귀의 역습","7","녹림 군병 무리 처치","0","0","","8250","5","50","0","(0,0,0,0,0)","1","0","110501010","","(X=-25055.275391,Y=11946.898438,Z=5615.444336)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","8000","110501001","210501007","409010","76504","0","0","(501200050,501200050,501200050,501200050,501200050,501200050)","1","(901200105,901200105,901200105,901200105,901200105,901200105)","3","0"
"8","201200080","163","우면귀의 역습","8","도망친 정령 찾기","0","HUDHIDE/CAMERAFOCUS (-21632,10455,5974) (-16,-5,0) 0 2 (-18707,10076,5173) (-16,-5,0) 3 3/DELAY 2/SMALLTALK 111100500/DELAY 5/HUDSHOW","","100","0","1","200","(0,0,0,0,0)","0","0","110501010","","(X=-21272.125000,Y=10466.416992,Z=5567.823730)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","110501001","210501008","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"9","201200090","163","우면귀의 역습","9","한현과 대화","0","CINEMATIC 111100050/CUTSCENEDELAY/CAMERASET -15 -8 700 1/HUDHIDE/CAMERAFOCUS (-18903,9655,5122) (3,12,0) 2 4 (-14369,7706,5347) (3,12,0) 0 1/NPCRUN 2001161 (-17107,9173,4990,-20) 2 4/NPCRUN 2001162 (-16558,10351,4981,-10) 2 5/NPCRUN 2001163 (-16868,9447,4972,-30) 2 5/NPCRUN 2001164 (-16521,10580,5035,0) 2 5/NPCRUN 2001102 (-17641,9948,4992,-10) 2/DELAY 1/NPCJUMP 2001102 (-11727,8089,5075,159)/DELAY 5/HUDSHOW","","11","2001102","1","0","(0,0,0,0,0)","0","0","110501010","","(X=-18392.664063,Y=10056.484375,Z=5018.703613)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","110501001","210501009","292140","43568","0","0","(901200105,901200105,901200105,901200105,901200105,901200105)","3","(604200305,604200305,604200305,604200305,604200305,604200305)","2","0"
"10","201200100","163","우면귀의 역습","10","녹림 척살대 무리 토벌","0","0","","8250","6","50","0","(0,0,0,0,0)","1","0","110501010","","(X=-14723.441406,Y=9158.951172,Z=4877.937012)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","1","0","8000","110501001","210501010","409010","76504","12","4500","(901200305,901200305,901200305,901200305,901200305,901200305)","3","(1301201706,1301201706,1301201706,1301201706,1301201706,1301201706)","10","0"
