"Name","QuestId","QuestLevel","StepNo","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"1","105200100","77","1","NPCSHOW 1026 (16107,16085,90,161)","NPCRUN 1026 (5560,15980,390,-168) 2","","100","0","1","500","(0,0,0,0,0)","0","0","105002050","","(X=16759.996094,Y=16300.104492,Z=92.067116)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051006","2052001","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"2","105200150","77","2","0","0","","100","0","1","200","(0,0,0,0,0)","0","0.1","105002050","","(X=5793.021973,Y=15995.694336,Z=415.217560)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051006","2052002","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"3","105200200","77","3","0","CINEMATIC 105200200/CUTSCENEDELAY","","11","1026","1","0","(0,0,0,0,0)","0","0.1","105002050","","(X=5793.021973,Y=15995.694336,Z=415.217560)","(X=5880,Y=16047,Z=410)","0","0","0","0","0","0","0","0","0","1051006","2042024","36530","7194","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"4","0","77","4","0","SMALLTALK 105200250","","84","11117","1","0","(0,0,0,0,0)","0","0.1","105002050","","(X=13160.000000,Y=14020.000000,Z=90.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051006","2052004","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"5","105200300","77","5","NPCSHOW 1026 (-8415,12693,1037,85)","NPCRUN 1026 (-11922,14635,1217,-139) 2/SMALLTALK 105200300","","100","0","1","200","(0,0,0,0,0)","0","0","105002050","","(X=-8364.986328,Y=13018.875977,Z=1070.822754)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051006","2052005","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"6","105200400","77","6","0","NPCHIDE 1026/NPCSHOW 1026 (-11922,14635,1217,-139)/NPCRUN 1026 (-14701,12037,1037,6) 2","((Count=35,STDId=105200400))","8200","2","35","0","(0,0,0,0,0)","1","0","105002050","","(X=-12264.521484,Y=12720.169922,Z=1157.657959)","(X=0,Y=0,Z=0)","100110","10000","0","0","0","0","1","0","0","1051006","2052006","51140","13354","12","3000","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"7","105200500","77","7","0","CINEMATIC 105200500/CUTSCENEDELAY","","100","1","1","200","(0,0,0,0,0)","0","0","105002050","","(X=-14520.617188,Y=12060.664063,Z=1130.131958)","(X=-14191.475586,Y=12567.851563,Z=1065.241211)","0","0","1020008","0","0","0","0","0","0","1051006","2052007","36530","7194","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"8","0","77","8","0","0","","84","11101","1","0","(0,0,0,0,0)","0","0.1","105002050","","(X=-11460.000000,Y=13140.000000,Z=1130.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051006","2052008","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"9","105200600","77","9","NPCSHOW 1020 (-5580,13580,710,-43)/NPCSHOW 1026 (-5760,13910,720,-53)/NPCRUN 1020 (-1370,6730,710,92) 2/NPCRUN 1026 (-1280,6940,710,-121) 2","0","","100","0","1","200","(0,0,0,0,0)","0","0","105002050","","(X=-1561.664795,Y=6958.095703,Z=705.724976)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051006","2052009","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"10","105200700","77","10","NPCSHOW 1020 (-1370,6730,710,92)/NPCSHOW 1026 (-1280,6940,710,-121)","CINEMATIC 105200700/CUTSCENEDELAY/NPCRUN 1020 (665,7704,718,112) 3/NPCRUN 1026 (4423,6319,681,-84) 2/SMALLTALK 105200700","","11","1020","1","0","(0,0,0,0,0)","0","0","105002050","","(X=3905.641357,Y=6692.431152,Z=725.234741)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051006","2031094","36530","7194","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"11","105200800","77","11","NPCSHOW 4025 (4309,8878,682,-124)","NPCRUN 1026 (4503,8681,705,114) 2/NPCRUN 1020 (4088,8678,705,44) 2","","100","0","1","200","(0,0,0,0,0)","0","0","105002050","","(X=3933.947266,Y=6422.964844,Z=762.454651)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051006","2052011","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"12","105200900","77","12","0","CINEMATIC 105200900/NPCHIDE 1026/NPCSHOW 1026 (4503,8681,705,220)/CUTSCENEDELAY/CAMERASET 108 -1 700 0.1/NPCSHOW 1020 (4088,8678,705,-5)/HUDHIDE/NPCBB 1026 0 4 1080001/DELAY 3/NPCRUN 1026 (3791,8431,698,-161) 2/DELAY 1/NPCJUMP 1026 (-937,4229,1996,-141)/DELAY 2/SMALLTALK 105200900/NPCHIDE 1026/HUDSHOW","","100","0","1","200","(0,0,0,0,0)","0","0","105002050","","(X=4367.445313,Y=8415.628906,Z=705.331543)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051006","2052012","0","0","0","0","(902200203,902200203,902200203,902200203,902200203,902200203)","5","(902200302,902200302,902200302,902200302,902200302,902200302)","5","0"
"13","105201000","77","13","0","CINEMATIC 105201000/CAMERASET 145 -8 700 0.1/CUTSCENEDELAY/NPCRUN 1020 (8196,5815,1219,173) 2","","11","1020","1","0","(0,0,0,0,0)","0","0","105002050","","(X=-6600.000000,Y=2320.000000,Z=1100.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051006","2031094","36530","7194","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"14","105201100","77","14","0","SMALLTALK 105201100","","100","0","1","200","(0,0,0,0,0)","0","0","105002050","","(X=7890.666992,Y=5694.613281,Z=1248.707153)","(X=0,Y=0,Z=0)","0","0","1020008","0","0","0","0","0","0","1051006","2052013","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"15","105201200","77","15","0","CINEMATIC 105201200/CUTSCENEDELAY/CAMERASET 139 -10 700 0.1/NPCHIDE 1020","","9100","111001001","1","100000","(0,0,0,0,0)","0","0.1","105002050","","(X=8001.000000,Y=5878.000000,Z=1185.000000)","(X=7157.344238,Y=5297.790039,Z=1126.428467)","0","0","0","0","0","0","0","0","0","1051006","2052014","58440","17754","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"16","0","77","16","0","NPCSHOW 1020 (9632,-1146,1204,94)/NPCRUN 1020 (9788,-5256,1667,94) 2","","84","11102","1","0","(0,0,0,0,0)","0","0.1","105002050","","(X=7016.000000,Y=4878.000000,Z=1066.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1051006","2052015","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
