"Name","QuestId","QuestLevel","QuestTitle","StepNo","QuestMission","StartScript","EndScript","CountSmallTalk","MissionType","MissionTarget","Parameter1","Parameter2","ParameterClass","CountIndication","QuestTrackerType","MissionStageId","ViaCoordinate","MissionCoordinate","PhaseExitCoordinate","SoundId","SoundRange","EffectId","IconId","ContentOpenPage","StringMESSAGE","AutoBattleType","PcTargetSearchDist","CoordinateRange","QuestTitleSID","QuestMissionSID","RewardExp","RewardGOLD","RewardCostId","RewardCostCount","RewardItem01Id","RewardItem01Count","RewardItem02Id","RewardItem02Count","TutorialGroupId"
"1","108100300","119","피의 전조","1","소리가 나는 곳으로 이동","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","107001010","","(X=16041.408203,Y=-35312.281250,Z=-42.525391)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1071010","2002014","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"2","0","119","피의 전조","1","소리가 나는 곳으로 이동","HUDHIDE/NPCSHOW 1012 (10671,-36387,-176,-70)/NPCRUN 1012 (14087,-42081,-109,-40) 2/CAMERAFOCUS (15525,-36055,556) (-8,-155,0) 1 1 (13511,-36893,287) (-9,-157,0) 1 2/DELAY 1/SMALLTALK 108010400/DELAY 4/HUDSHOW","0","","1","0","1","0","(0,0,0,0,0)","0","0.1","107001010","","(X=16041.408203,Y=-35312.281250,Z=-42.525391)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1071010","2002014","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"3","108100400","119","피의 전조","2","손덕 미행하기","NPCSHOW 1012 (14087,-42081,-109,-40)/NPCSHOW 1026 (14307,-42467,-175,130)","CINEMATIC 108000200/CUTSCENEDELAY/FADE 1 0 1/HUDHIDE/CAMERAFOCUS (14128,-39806,557) (-17,-117,0) 2 2 (12338,-41245,272) (-3,-134,0) 1 1/NPCRUN 1012 (8645,-43367,-109,-110) 2 10/DELAY 0.3/NPCRUN 1026 (8645,-43602,-175,-149) 2 10/DELAY 4","","100","0","1","200","(0,0,0,0,0)","0","1","107001010","","(X=11966.500977,Y=-39475.789063,Z=-170.422852)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1071010","2081007","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"4","108100500","119","피의 전조","3","사부님께 알리기","SMALLTALK 108010500/HUDSHOW","0","","100","0","1","200","(0,0,0,0,0)","0","0","107001010","","(X=16866.000000,Y=-28471.000000,Z=-232.000000)","(X=15567.793945,Y=-29705.697266,Z=-232.000000)","0","0","1020008","1","0","0","0","0","0","1071010","2081008","161340","38158","0","0","(501200050,501200050,501200050,501200050,501200050,501200050)","1","(604200104,604200104,604200104,604200104,604200104,604200104)","10","0"
"5","0","119","피의 전조","5","정파인 돕기","0","MONSTERHIDE 207006072 1/MONSTERHIDE 207006073 1","","84","108020","1","0","(0,0,0,0,0)","0","0.1","107001010","","(X=23654.728516,Y=-26143.218750,Z=-675.728088)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1071010","2081010","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"6","108100600","120","은밀한 계획","1","석각묘 1층으로 이동","0","NPCSHOW 1024 (-805,-551,440,65)/NPCSHOW 2003 (-657,-642,440,79)","","200","0","1","-88","(0,0,0,0,0)","0","0","108001010","","(X=55.000000,Y=2822.000000,Z=448.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1081001","2081013","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"7","108100700","120","은밀한 계획","2","막야와 대화","NPCSHOW 1024 (-805,-551,440,65)/NPCSHOW 2003 (-657,-642,440,79)/CAMERAFOCUS (65,2298,862) (-12,-88,0) 1 1 (-372,207,763) (-15,-112,0) 2 2","CINEMATIC 108000400/CUTSCENEDELAY","","12","1024","1","0","(0,0,0,0,0)","0","0","108001010","","(X=-695.000000,Y=-378.000000,Z=448.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1081001","2071131","132050","15408","0","0","(621200001,621200001,621200001,621200001,621200001,621200001)","5","(0,0,0,0,0,0)","0","0"
"8","108100800","120","은밀한 계획","3","사부님 찾기","0","0","","100","0","1","200","(0,0,0,0,0)","0","0","108001010","","(X=-4392.506836,Y=44.369690,Z=350.000000)","(X=-3369.512207,Y=-11.997581,Z=349.999878)","0","0","1020008","1","0","0","0","0","0","1081001","2002019","184870","28680","0","0","(604200104,604200104,604200104,604200104,604200104,604200104)","10","(621200001,621200001,621200001,621200001,621200001,621200001)","5","0"
"9","0","120","은밀한 계획","4","정파인 돕기","0","NPCHIDE 1024/NPCHIDE 2003","","84","108030","1","0","(0,0,0,0,0)","0","0.1","108001010","","(X=-4392.506836,Y=44.369690,Z=350.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1081001","2081010","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"10","0","120","은밀한 계획","5","정파인과 대화","NPCSHOW 80021 (-8221,6305,439,-64)/NPCSHOW 8002 (-8344,6206,439,-24)/CINEMATIC 108000500/PCWARP (-8127,6106,439,125)/CAMERASET 134 -29 734 1/CUTSCENEDELAY/FADE 1 0 1/STRINGMESSAGE 10040 3","0","","1","0","1","0","(0,0,0,0,0)","0","0.1","108001010","","(X=-4392.506836,Y=44.369690,Z=350.000000)","(X=0,Y=0,Z=0)","0","0","0","0","0","0","0","0","0","1081001","2081012","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"11","108100900","121","은밀한 계획","6","사부님 찾기","0","NPCHIDE 8002/NPCHIDE 80021","","100","0","1","200","(0,0,0,0,0)","0","0","108001010","","(X=-11867.000000,Y=2292.000000,Z=439.000000)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1081001","2002019","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"12","108101000","121","은밀한 계획","7","석각묘 마물 처치","SMALLTALK 108010800","0","","8200","2","30","0","(0,0,0,0,0)","1","0","108001010","","(X=-14672.000000,Y=337.000000,Z=436.000000)","(X=0,Y=0,Z=0)","100110","10000","0","0","0","0","0","0","2000","1081001","2081019","186320","32642","0","0","(508200002,508200002,508200002,508200002,508200002,508200002)","1","(902200203,902200203,902200203,902200203,902200203,902200203)","10","0"
"13","108101100","121","은밀한 계획","8","사부님 찾기","0","SMALLTALK 108010750","","100","0","1","200","(0,0,0,0,0)","0","0","108001010","","(X=-10001.130859,Y=-1920.482422,Z=442.313171)","(X=0,Y=0,Z=0)","0","0","1020008","1","0","0","0","0","0","1081001","2002019","0","0","0","0","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0","0"
"14","108101200","121","은밀한 계획","9","석각묘 마물 처치","0","NPCSHOW 1020 (-6880,-3650,450,-139)/HUDHIDE/SMALLTALK 108010900/NPCRUN 1020 (-7884,-3724,404,151) 2/CAMERAFOCUS (-8495,-3257,613) (-5,-37,0) 2 1/DELAY 2/HUDSHOW","","8200","2","30","0","(0,0,0,0,0)","1","0","108001010","","(X=-8880.000000,Y=-3040.000000,Z=450.000000)","(X=0,Y=0,Z=0)","100110","10000","0","0","0","0","0","0","1500","1081001","2081019","186320","32642","0","0","(605200104,605200104,605200104,605200104,605200104,605200104)","10","(901200304,901200304,901200304,901200304,901200304,901200304)","10","0"
